Customer ID,total_purchase,purchase_frequency,unique_categories,avg_age,churn,cluster
31646,7425,2,2,32.0,1,2
31647,32601,11,4,18.0,0,1
31648,19854,5,3,59.0,0,0
31649,20023,5,2,60.0,0,0
31650,7557,4,2,62.0,1,2
31651,12481,6,3,66.0,1,2
31652,5601,2,2,38.0,0,3
31653,21083,8,4,67.0,0,1
31654,11991,4,3,45.0,0,0
31655,23836,8,4,47.0,0,1
31656,5049,2,2,32.0,0,3
31657,7801,3,2,64.0,1,2
31658,859,2,2,28.0,0,3
31659,16865,5,3,57.0,0,0
31660,7048,4,3,21.0,0,0
31661,12837,4,3,38.0,1,2
31662,17772,8,3,20.0,0,1
31663,16225,7,4,65.0,0,1
31664,16203,6,3,58.0,1,2
31665,14662,5,2,63.0,0,0
31666,2062,1,1,63.0,1,3
31667,22322,7,4,38.0,0,1
31668,13010,5,4,36.0,0,0
31669,20857,7,3,60.0,0,1
31670,20142,6,4,29.0,0,1
31671,22223,10,4,49.0,1,1
31672,11947,4,3,36.0,0,0
31673,8383,4,3,26.0,0,0
31674,6788,2,1,49.0,1,3
31675,15962,5,3,51.0,0,0
31676,11372,4,2,23.0,0,3
31677,4561,2,2,29.0,0,3
31678,17074,7,3,60.0,1,2
31679,24132,9,4,57.0,0,1
31680,6112,3,3,27.0,0,0
31681,8053,4,3,37.0,0,0
31682,25742,10,4,27.0,0,1
31683,14770,6,4,26.0,1,2
31684,20879,6,3,50.0,1,2
31685,15075,7,3,63.0,0,0
31686,10908,7,3,67.0,0,0
31687,3032,2,2,62.0,1,2
31688,24898,9,4,52.0,0,1
31689,10323,5,3,43.0,0,0
31690,12366,4,2,25.0,0,3
31691,15564,5,3,22.0,0,0
31692,11359,5,3,60.0,0,0
31693,29829,10,4,27.0,1,1
31694,11055,5,4,46.0,0,0
31695,14377,5,2,37.0,0,0
31696,17084,8,4,24.0,1,2
31697,24741,8,2,59.0,0,1
31698,15621,5,3,31.0,0,0
31699,20872,6,4,69.0,0,1
31700,12129,4,3,35.0,0,0
31701,14937,7,4,53.0,0,1
31702,16723,6,3,41.0,1,2
31703,6246,3,2,26.0,0,3
31704,16820,7,4,50.0,0,1
31706,10354,4,1,34.0,0,3
31707,23511,6,2,63.0,0,1
31708,7857,2,2,62.0,1,2
31709,17993,7,4,61.0,0,1
31710,17015,5,4,40.0,0,0
31711,14077,3,2,38.0,0,3
31712,30270,11,4,39.0,0,1
31713,11823,5,3,70.0,0,0
31714,15694,6,3,21.0,0,0
31715,9566,4,3,56.0,0,0
31716,2629,2,1,18.0,0,3
31717,10836,3,3,39.0,0,0
31718,1095,1,1,54.0,0,3
31719,3235,1,1,70.0,0,3
31721,12605,3,3,52.0,0,0
31722,15605,5,3,69.0,0,0
31723,8652,3,2,68.0,0,3
31724,18984,7,4,27.0,1,2
31725,20444,7,4,25.0,0,1
31726,6165,3,2,70.0,1,2
31727,19363,7,4,44.0,0,1
31728,9419,4,3,54.0,1,2
31729,6986,3,2,47.0,0,3
31730,5606,2,2,34.0,0,3
31731,30791,10,4,61.0,0,1
31732,19482,7,2,61.0,0,0
31733,9516,4,4,20.0,0,0
31734,6248,3,1,19.0,1,2
31735,18640,7,4,61.0,0,1
31736,21219,7,4,40.0,0,1
31737,14390,5,2,38.0,0,0
31738,3423,1,1,65.0,1,3
31739,9072,2,2,18.0,0,3
31740,8752,3,1,35.0,0,3
31741,6988,5,4,36.0,1,2
31742,17039,4,2,46.0,1,2
31743,20566,6,3,50.0,0,0
31744,19314,6,3,56.0,1,2
31745,13595,5,3,49.0,0,0
31746,17962,5,3,27.0,0,0
31747,5015,2,2,39.0,0,3
31748,12939,4,3,23.0,0,0
31749,9969,4,2,69.0,0,3
31750,19794,7,4,51.0,1,2
31751,8747,6,3,20.0,1,2
31752,17134,5,3,20.0,0,0
31753,2767,2,2,53.0,0,3
31754,10078,4,2,39.0,0,3
31755,13309,5,3,47.0,1,2
31756,12877,5,3,66.0,1,2
31757,24474,9,4,61.0,0,1
31758,25966,8,4,56.0,1,1
31759,22103,9,4,35.0,0,1
31760,8823,2,2,49.0,0,3
31761,13135,8,4,20.0,0,0
31762,11193,5,3,20.0,1,2
31763,12355,7,3,24.0,0,0
31764,5737,3,3,53.0,0,3
31765,8325,3,2,50.0,0,3
31766,2669,1,1,46.0,0,3
31767,18537,6,3,43.0,0,0
31768,22703,7,2,42.0,0,1
31769,9591,3,2,37.0,0,3
31770,23165,9,4,50.0,0,1
31771,14006,6,3,28.0,0,0
31772,11483,7,4,35.0,1,2
31773,15690,6,3,24.0,0,0
31774,1359,1,1,20.0,0,3
31775,4205,2,2,19.0,1,2
31776,19154,6,4,46.0,1,2
31777,6932,3,2,44.0,0,3
31778,16344,6,4,50.0,0,0
31779,21123,6,3,24.0,0,0
31780,6016,5,3,21.0,0,0
31781,12139,7,3,68.0,1,2
31782,10146,3,3,39.0,1,2
31783,20645,9,4,27.0,0,1
31784,4901,3,2,43.0,0,3
31785,13808,6,4,51.0,0,0
31786,8873,4,3,54.0,0,0
31787,11643,5,2,31.0,1,2
31788,7350,3,3,32.0,1,2
31789,5803,3,2,19.0,0,3
31790,5727,2,2,53.0,0,3
31791,12140,8,4,55.0,0,1
31792,4452,2,2,52.0,0,3
31793,14692,4,3,23.0,0,0
31794,7577,4,3,39.0,0,0
31795,20664,6,3,39.0,0,0
31796,31370,9,4,66.0,1,1
31797,2513,1,1,44.0,0,3
31798,14581,5,3,48.0,0,0
31799,7661,3,2,48.0,0,3
31800,11280,4,3,38.0,0,0
31801,2821,5,3,39.0,1,2
31802,13249,6,3,34.0,0,0
31803,18538,8,4,20.0,0,1
31804,10459,3,3,24.0,1,2
31805,17109,5,4,27.0,0,0
31806,12799,3,2,48.0,0,3
31807,18694,6,4,69.0,0,1
31808,14955,6,4,19.0,0,0
31809,7020,2,2,61.0,0,3
31810,6756,4,3,22.0,0,0
31811,7714,3,2,20.0,0,3
31812,19260,7,3,70.0,0,1
31813,15184,6,3,51.0,0,0
31814,11839,5,2,64.0,0,3
31816,17671,8,4,29.0,0,1
31817,14560,5,4,60.0,0,0
31818,3404,2,1,43.0,1,3
31819,12155,4,4,39.0,1,2
31820,7781,3,3,58.0,1,2
31821,27249,9,3,43.0,0,1
31822,18882,9,3,55.0,0,1
31823,32985,9,3,30.0,0,1
31824,8562,3,2,60.0,0,3
31825,8497,2,2,41.0,0,3
31826,26821,7,3,23.0,0,1
31827,22619,8,4,49.0,0,1
31828,29546,10,4,44.0,0,1
31829,15559,5,4,27.0,0,0
31830,2545,3,3,51.0,0,3
31831,6457,4,3,50.0,1,2
31832,11334,3,2,47.0,0,3
31833,17210,6,3,62.0,0,0
31834,13370,3,3,53.0,0,0
31835,15541,5,3,39.0,0,0
31836,14105,7,3,51.0,1,2
31837,6847,2,2,19.0,0,3
31838,9145,6,3,42.0,0,0
31839,17820,6,3,68.0,1,2
31840,16262,6,3,43.0,0,0
31841,22208,7,3,65.0,0,1
31842,7550,2,1,70.0,0,3
31843,3564,2,1,62.0,0,3
31844,14749,6,4,61.0,0,0
31845,20449,5,3,58.0,0,0
31846,4272,2,2,21.0,0,3
31847,8033,4,2,21.0,0,3
31848,10096,4,3,29.0,0,0
31849,5459,2,2,60.0,0,3
31850,3421,3,3,22.0,1,2
31851,2163,1,1,70.0,0,3
31852,7202,3,3,70.0,1,2
31853,18278,7,4,55.0,0,1
31854,9002,4,2,28.0,0,3
31855,11568,4,3,19.0,0,0
31856,17109,7,4,22.0,0,1
31857,17863,6,3,55.0,0,0
31858,6551,2,1,47.0,0,3
31859,17459,6,4,22.0,0,0
31860,12893,6,3,22.0,0,0
31861,8845,5,2,19.0,1,2
31862,13973,6,3,41.0,0,0
31863,7389,3,2,60.0,0,3
31864,15415,4,2,64.0,0,3
31865,19137,6,4,44.0,0,1
31866,13348,4,3,27.0,0,0
31867,33570,9,4,56.0,1,1
31868,10775,5,2,54.0,1,2
31869,15182,5,3,30.0,0,0
31870,9710,5,3,18.0,1,2
31871,15154,5,3,61.0,0,0
31872,18068,5,3,67.0,0,0
31873,8257,6,3,49.0,0,0
31874,14074,5,3,46.0,0,0
31875,12935,5,3,37.0,0,0
31876,16971,7,3,62.0,0,0
31877,4829,1,1,39.0,0,3
31878,11913,6,3,49.0,0,0
31879,16753,5,4,51.0,0,0
31880,8356,2,2,39.0,1,2
31881,10869,4,3,66.0,1,2
31882,6449,3,2,49.0,0,3
31883,43307,13,4,54.0,0,1
31884,3687,2,2,27.0,1,2
31885,17599,6,3,25.0,0,0
31886,5237,1,1,64.0,0,3
31887,21370,7,4,50.0,1,2
31888,2836,1,1,29.0,0,3
31889,10291,3,2,64.0,0,3
31891,8989,3,2,62.0,0,3
31892,8569,6,4,67.0,0,0
31893,17711,6,4,59.0,1,2
31894,21246,9,3,42.0,1,2
31895,11161,6,4,53.0,0,0
31896,11422,4,4,24.0,1,2
31897,8243,5,3,20.0,1,2
31898,4093,1,1,59.0,0,3
31899,17740,6,3,29.0,0,0
31900,7526,2,1,28.0,0,3
31901,15309,5,3,53.0,0,0
31902,8928,3,2,53.0,0,3
31903,13388,6,3,63.0,1,2
31904,18612,7,4,20.0,0,1
31905,23113,7,3,63.0,1,2
31906,9404,3,2,48.0,1,2
31907,10874,4,3,41.0,1,2
31908,29530,8,4,30.0,0,1
31909,23812,9,4,49.0,0,1
31910,16603,5,3,59.0,0,0
31911,19545,7,4,48.0,0,1
31912,12471,4,3,57.0,0,0
31913,20419,8,4,46.0,0,1
31914,12302,4,4,56.0,0,0
31915,15016,7,3,34.0,0,0
31916,12370,4,2,63.0,0,3
31917,7301,3,2,22.0,0,3
31918,2818,1,1,61.0,0,3
31919,19139,8,4,46.0,0,1
31920,10618,4,3,54.0,0,0
31921,18713,5,3,20.0,1,2
31922,5555,3,2,24.0,0,3
31923,11715,4,3,19.0,0,0
31924,18126,5,3,59.0,0,0
31925,18720,6,4,43.0,0,1
31926,9785,6,3,19.0,0,0
31927,16646,5,3,29.0,1,2
31928,6082,2,2,55.0,0,3
31929,22654,7,3,32.0,0,1
31930,12763,5,3,56.0,0,0
31931,9561,6,2,63.0,0,0
31932,11152,5,3,70.0,0,0
31933,31830,12,4,46.0,0,1
31934,19836,6,2,50.0,0,0
31935,6502,3,3,58.0,1,2
31936,11969,4,3,22.0,0,0
31937,13824,7,3,34.0,0,0
31938,13368,5,2,37.0,1,2
31939,8874,4,2,26.0,0,3
31940,15456,6,4,48.0,0,0
31941,8557,4,2,69.0,0,3
31942,8978,4,2,21.0,1,2
31943,17081,5,3,33.0,1,2
31944,13919,7,3,64.0,0,0
31945,10912,4,2,22.0,0,3
31946,8538,5,4,32.0,0,0
31947,6761,4,1,43.0,0,3
31948,13667,7,3,28.0,1,2
31949,30555,8,4,70.0,0,1
31950,15464,7,4,33.0,0,0
31951,11407,3,2,29.0,0,3
31952,20259,8,4,37.0,0,1
31953,14666,6,4,63.0,0,0
31954,23649,5,3,66.0,1,2
31955,12383,4,4,46.0,0,0
31956,7830,4,3,56.0,0,0
31957,18507,6,4,32.0,0,0
31958,20799,7,3,23.0,1,2
31959,7013,3,3,22.0,0,0
31960,6365,4,2,21.0,0,3
31961,904,1,1,40.0,0,3
31962,19366,6,4,46.0,0,1
31963,22815,6,4,60.0,0,1
31964,15848,5,3,27.0,0,0
31965,30876,8,4,66.0,0,1
31966,5911,3,2,32.0,0,3
31967,14621,6,2,59.0,0,0
31968,11843,6,3,31.0,0,0
31969,18908,5,4,69.0,0,0
31970,7967,2,2,26.0,0,3
31971,13117,4,4,21.0,0,0
31972,7839,2,2,60.0,1,2
31973,8407,3,2,63.0,0,3
31974,16545,7,4,32.0,0,1
31975,12146,4,2,46.0,0,3
31976,16630,6,3,60.0,0,0
31977,20567,8,4,20.0,0,1
31978,9079,4,3,19.0,0,0
31979,16118,6,3,48.0,0,0
31980,16822,5,3,32.0,0,0
31981,7336,2,2,20.0,0,3
31982,17035,7,4,34.0,1,2
31983,9725,5,3,35.0,0,0
31984,15743,7,3,39.0,0,0
31985,22978,10,3,69.0,0,1
31986,13554,4,3,62.0,1,2
31987,15719,6,3,59.0,0,0
31988,17307,5,4,19.0,1,2
31989,5847,3,3,59.0,0,3
31990,17769,6,3,48.0,1,2
31991,19680,6,3,67.0,0,0
31992,10338,4,3,62.0,0,0
31994,13038,4,4,62.0,1,2
31995,6702,5,3,18.0,0,0
31996,19952,7,4,26.0,0,1
31997,11015,5,2,26.0,1,2
31998,19542,6,3,35.0,0,0
31999,5093,2,2,68.0,0,3
32000,12121,5,3,34.0,0,0
32001,31087,8,4,55.0,0,1
32002,23569,5,3,47.0,0,0
32003,2292,1,1,34.0,0,3
32004,21332,8,4,41.0,1,2
32005,8397,4,3,70.0,0,0
32006,14658,7,3,24.0,0,0
32007,18486,6,3,37.0,0,0
32008,13277,5,4,29.0,1,2
32009,9517,5,4,29.0,0,0
32010,6461,3,2,38.0,0,3
32011,14547,5,4,21.0,0,0
32012,14295,5,4,64.0,1,2
32013,2396,2,2,65.0,0,3
32014,10349,3,2,43.0,0,3
32015,18737,6,3,25.0,0,0
32016,4665,4,4,22.0,0,0
32017,6725,3,2,52.0,1,2
32018,17657,9,3,25.0,0,1
32019,20184,9,3,61.0,0,1
32020,15068,4,3,41.0,1,2
32021,19650,6,4,41.0,0,1
32022,15954,5,2,63.0,0,0
32023,12730,6,3,69.0,0,0
32024,15682,6,3,62.0,0,0
32025,10405,4,3,47.0,1,2
32026,16289,5,3,46.0,0,0
32027,5073,1,1,22.0,0,3
32028,17802,6,2,28.0,0,0
32029,11888,5,3,64.0,0,0
32030,8430,2,2,54.0,0,3
32031,18055,5,4,21.0,0,0
32032,9421,6,3,49.0,0,0
32033,17261,7,4,42.0,0,1
32034,10581,4,3,29.0,0,0
32035,6172,2,2,18.0,0,3
32036,2663,1,1,29.0,0,3
32037,8119,3,2,66.0,0,3
32038,4320,1,1,52.0,0,3
32039,10678,3,2,33.0,0,3
32040,20774,7,4,59.0,0,1
32041,13374,3,3,51.0,0,0
32042,17608,6,3,66.0,0,0
32043,10526,4,2,37.0,0,3
32044,8289,3,3,45.0,0,0
32045,22241,6,3,33.0,0,1
32046,17641,6,3,65.0,0,0
32047,30019,8,4,57.0,1,1
32048,10254,4,2,20.0,0,3
32049,10444,3,2,59.0,0,3
32050,14283,6,4,40.0,1,2
32051,10915,5,3,32.0,0,0
32052,9816,3,3,21.0,0,0
32053,32640,12,4,42.0,1,1
32054,6584,5,2,67.0,0,3
32055,29487,10,4,21.0,1,1
32056,6707,3,2,42.0,1,2
32057,3311,2,2,37.0,0,3
32058,16784,6,3,69.0,0,0
32059,7382,3,2,24.0,0,3
32060,23698,8,4,38.0,0,1
32061,11951,3,2,64.0,0,3
32062,19359,9,3,31.0,0,1
32063,6204,3,3,52.0,0,0
32064,16714,7,3,20.0,0,0
32065,12269,5,3,47.0,0,0
32066,12676,4,4,64.0,0,0
32067,16475,6,3,20.0,0,0
32068,17718,6,4,51.0,0,1
32069,9853,3,3,61.0,0,0
32070,17336,7,3,34.0,1,2
32071,4226,2,1,52.0,0,3
32072,2777,1,1,56.0,0,3
32073,12749,4,3,52.0,0,0
32074,12499,4,2,36.0,0,3
32075,10623,4,3,55.0,0,0
32076,12448,5,3,19.0,1,2
32077,12008,3,2,57.0,0,3
32078,14289,4,2,69.0,0,3
32079,10906,4,3,51.0,1,2
32080,28950,13,4,43.0,1,1
32081,21966,10,3,61.0,0,1
32082,5817,3,3,37.0,0,0
32083,15721,5,3,39.0,0,0
32084,8432,2,2,47.0,0,3
32085,4232,3,1,37.0,0,3
32086,8249,5,3,69.0,0,0
32087,8677,3,2,36.0,0,3
32088,20027,5,3,61.0,1,2
32089,32712,11,4,44.0,1,1
32090,14619,5,3,24.0,0,0
32091,11531,6,3,18.0,0,0
32092,9404,4,3,50.0,0,0
32093,9577,3,2,35.0,0,3
32094,16632,5,2,53.0,0,0
32095,477,1,1,63.0,0,3
32096,9336,6,4,60.0,0,0
32097,17155,6,4,46.0,0,0
32098,19433,6,2,40.0,1,2
32099,13879,4,2,32.0,0,3
32100,18119,8,4,66.0,0,1
32101,15425,5,2,44.0,1,2
32102,19459,8,3,65.0,0,1
32103,3149,2,2,66.0,1,2
32104,19552,5,3,38.0,0,0
32105,20086,8,3,52.0,1,2
32106,13918,5,3,69.0,1,2
32107,8083,3,3,43.0,0,0
32108,19540,6,4,37.0,0,1
32109,7557,4,3,39.0,0,0
32110,3906,1,1,56.0,1,3
32111,14034,5,2,40.0,0,0
32112,20136,5,3,62.0,0,0
32113,18199,6,3,33.0,0,0
32114,26667,9,4,67.0,0,1
32115,12154,6,3,39.0,0,0
32116,8982,3,3,70.0,0,0
32117,8923,3,2,30.0,0,3
32118,26920,7,3,70.0,0,1
32119,15144,6,4,32.0,0,0
32120,9774,3,1,47.0,0,3
32121,10636,4,2,18.0,1,2
32122,6573,3,2,40.0,0,3
32123,5660,3,3,26.0,0,0
32124,25673,12,3,19.0,0,1
32125,15718,7,4,49.0,1,2
32126,10454,3,3,52.0,0,0
32127,5920,2,2,66.0,0,3
32128,18183,5,3,33.0,0,0
32129,6983,3,2,39.0,0,3
32130,376,1,1,36.0,0,3
32131,8174,3,2,25.0,0,3
32132,17270,6,2,53.0,0,0
32133,7806,3,3,38.0,0,0
32134,18314,8,3,41.0,1,2
32135,8319,2,1,25.0,0,3
32137,14423,5,4,68.0,0,0
32138,5905,2,1,36.0,0,3
32139,30617,9,3,53.0,1,1
32140,10941,4,3,66.0,0,0
32141,15748,5,3,49.0,0,0
32142,10043,4,3,67.0,1,2
32143,23509,7,4,26.0,0,1
32144,13028,4,4,53.0,0,0
32145,5728,4,3,22.0,1,2
32147,11397,4,2,20.0,0,3
32148,17502,6,3,69.0,0,0
32149,13787,7,3,68.0,0,0
32150,19496,7,3,54.0,0,1
32151,19569,6,4,62.0,0,1
32152,15068,7,3,29.0,0,0
32153,15587,4,2,28.0,0,0
32154,1938,1,1,52.0,0,3
32155,23424,7,3,50.0,1,2
32156,14442,4,2,34.0,0,3
32157,6970,3,2,60.0,0,3
32158,36013,13,4,42.0,0,1
32159,6484,2,2,40.0,0,3
32160,7587,3,2,67.0,0,3
32161,22063,9,4,55.0,0,1
32162,12143,4,2,67.0,0,3
32163,11182,3,2,53.0,1,2
32164,10382,4,2,31.0,0,3
32165,23675,8,4,70.0,0,1
32166,7266,3,2,55.0,1,2
32167,18584,6,4,28.0,0,0
32168,8354,6,4,22.0,0,0
32169,21191,6,4,57.0,0,1
32170,8441,2,2,60.0,0,3
32171,12698,5,4,68.0,0,0
32172,10105,3,3,26.0,1,2
32173,4788,3,2,56.0,0,3
32174,17385,5,4,56.0,0,0
32175,5824,2,1,54.0,0,3
32176,14746,4,3,70.0,0,0
32177,4158,2,2,29.0,1,2
32178,2849,2,1,32.0,0,3
32179,19711,5,3,43.0,0,0
32180,20351,9,3,39.0,0,1
32181,16942,5,4,27.0,1,2
32182,21609,6,4,65.0,0,1
32183,28897,7,3,32.0,0,1
32184,22174,7,3,70.0,0,1
32185,8901,6,4,38.0,0,0
32186,8106,3,2,37.0,1,2
32187,5434,3,2,36.0,0,3
32188,19906,8,3,20.0,0,1
32189,15085,7,4,52.0,0,1
32190,4454,1,1,36.0,0,3
32191,3204,1,1,58.0,0,3
32192,9077,4,2,58.0,1,2
32193,8859,4,2,20.0,0,3
32194,19383,6,3,38.0,0,0
32195,5391,3,2,18.0,0,3
32196,20792,7,3,34.0,1,2
32197,6691,3,2,37.0,1,2
32198,9167,4,3,24.0,1,2
32199,10287,4,2,43.0,0,3
32200,25858,7,4,48.0,1,1
32201,17736,8,3,31.0,0,1
32202,7859,5,1,69.0,0,3
32203,13731,4,3,43.0,0,0
32204,9773,3,2,70.0,0,3
32205,19760,7,3,43.0,0,1
32206,12227,4,3,23.0,0,0
32207,11156,4,3,67.0,0,0
32208,8606,3,2,68.0,1,2
32209,13791,4,3,18.0,0,0
32210,12084,4,3,60.0,1,2
32211,11935,4,3,20.0,0,0
32212,24928,7,3,58.0,0,1
32213,6447,4,3,59.0,0,0
32214,18575,6,4,32.0,0,0
32215,17199,7,4,46.0,0,1
32216,13712,9,4,52.0,0,1
32217,18927,5,3,45.0,0,0
32218,15123,7,3,66.0,0,0
32219,1010,1,1,69.0,1,3
32220,12716,4,2,67.0,0,3
32221,6866,3,3,46.0,1,2
32222,14493,7,4,28.0,0,0
32223,13221,4,3,66.0,0,0
32224,8841,4,2,20.0,0,3
32225,9497,4,3,22.0,1,2
32226,6453,4,3,30.0,0,0
32227,16772,7,3,20.0,0,0
32228,19113,8,4,50.0,0,1
32229,17334,6,4,33.0,0,0
32230,6766,4,3,27.0,0,0
32231,6653,2,2,35.0,0,3
32232,6142,3,3,49.0,1,2
32233,6495,3,2,46.0,0,3
32234,15933,5,4,26.0,0,0
32235,20071,6,3,46.0,0,0
32236,6256,3,3,27.0,0,0
32237,9189,4,3,41.0,1,2
32238,13319,4,2,24.0,0,3
32239,24044,6,4,22.0,1,2
32240,18290,5,3,70.0,0,0
32241,3308,2,2,66.0,0,3
32242,15243,4,1,62.0,0,3
32243,8712,4,3,52.0,0,0
32244,3399,1,1,27.0,0,3
32245,17297,5,4,43.0,0,0
32246,2230,1,1,35.0,1,3
32247,15103,5,2,57.0,1,2
32248,7519,3,2,62.0,0,3
32249,16049,5,4,55.0,0,0
32250,12831,4,3,58.0,1,2
32251,3073,1,1,58.0,0,3
32252,13620,4,2,57.0,0,3
32253,11068,5,3,33.0,0,0
32254,10385,5,3,65.0,0,0
32255,17280,7,4,23.0,0,1
32256,6178,2,1,28.0,0,3
32257,11565,5,3,30.0,0,0
32258,23106,7,4,39.0,1,2
32259,16068,7,4,24.0,0,1
32260,16886,4,2,46.0,0,0
32261,7263,2,2,20.0,1,2
32262,16189,5,4,29.0,1,2
32263,9685,4,2,35.0,0,3
32264,10746,5,3,46.0,0,0
32265,12380,6,3,26.0,0,0
32266,32607,9,4,70.0,1,1
32267,12051,4,2,65.0,0,3
32268,15552,5,3,31.0,0,0
32269,5510,2,2,46.0,0,3
32270,16508,8,4,39.0,0,1
32271,13344,8,3,30.0,0,0
32272,8289,4,3,41.0,0,0
32273,21490,8,3,26.0,0,1
32274,4943,3,1,58.0,0,3
32275,12951,4,2,30.0,0,3
32276,9772,4,3,67.0,0,0
32277,11859,6,3,64.0,0,0
32278,19959,6,3,27.0,1,2
32279,5237,2,2,25.0,0,3
32280,7267,4,4,27.0,0,0
32281,15561,5,4,62.0,0,0
32282,5413,2,2,31.0,0,3
32283,9559,3,3,39.0,0,0
32284,9423,5,3,34.0,0,0
32285,8740,3,2,34.0,0,3
32286,24903,8,3,50.0,0,1
32287,23078,7,4,28.0,0,1
32288,26128,8,4,61.0,0,1
32289,19911,5,3,32.0,0,0
32290,8633,5,3,39.0,1,2
32291,398,1,1,43.0,0,3
32292,12228,4,1,29.0,1,2
32293,12561,4,3,23.0,0,0
32294,14556,4,3,61.0,0,0
32295,15044,7,4,24.0,0,0
32296,16334,5,2,48.0,0,0
32297,14384,4,3,34.0,0,0
32298,8596,5,4,59.0,0,0
32299,9852,3,1,23.0,0,3
32300,10761,4,2,70.0,0,3
32301,5900,3,3,45.0,1,2
32302,20184,5,2,41.0,1,2
32303,9767,3,3,24.0,1,2
32304,10804,5,3,43.0,0,0
32305,14700,7,4,37.0,0,0
32306,19241,6,3,59.0,0,0
32307,25107,8,4,54.0,0,1
32308,11019,4,1,38.0,0,3
32309,13877,6,3,19.0,0,0
32310,19423,7,3,41.0,1,2
32311,13567,11,3,37.0,0,1
32312,6459,2,2,34.0,0,3
32313,17099,6,4,35.0,0,0
32314,20249,6,3,33.0,1,2
32315,15662,7,2,26.0,0,0
32316,9982,4,3,43.0,0,0
32317,8253,2,2,65.0,0,3
32318,9703,3,2,36.0,1,2
32319,22432,10,4,23.0,0,1
32320,26811,8,4,24.0,1,1
32321,7209,4,2,19.0,0,3
32322,17121,6,3,68.0,0,0
32323,10111,3,2,69.0,0,3
32324,9694,3,3,47.0,0,0
32325,18665,6,2,60.0,0,0
32326,14183,6,3,27.0,1,2
32327,13587,6,3,57.0,0,0
32328,12110,4,2,32.0,0,3
32329,17897,5,3,59.0,0,0
32330,15201,6,3,42.0,0,0
32331,5165,2,2,41.0,1,2
32332,12851,6,3,19.0,0,0
32333,12557,7,4,48.0,0,0
32334,13154,7,2,25.0,0,0
32335,27113,7,3,20.0,1,2
32336,27134,8,3,52.0,0,1
32337,12510,6,3,50.0,0,0
32338,14923,7,3,26.0,0,0
32339,12141,6,3,67.0,0,0
32340,17832,6,3,58.0,0,0
32341,14260,4,3,59.0,1,2
32342,22475,9,4,32.0,0,1
32343,13073,5,3,44.0,1,2
32344,10158,4,4,57.0,0,0
32345,5188,2,1,23.0,0,3
32346,12227,5,4,40.0,0,0
32347,26736,10,4,42.0,0,1
32348,7173,2,2,62.0,0,3
32349,11888,4,3,57.0,1,2
32350,23326,8,4,21.0,0,1
32351,1170,2,2,43.0,0,3
32352,15702,6,4,60.0,0,0
32353,11565,4,2,28.0,1,2
32354,22414,8,4,32.0,0,1
32355,11287,6,3,25.0,1,2
32356,12612,7,4,40.0,0,0
32357,8731,3,1,63.0,0,3
32358,16006,6,4,30.0,0,0
32359,7588,2,2,23.0,0,3
32360,18581,7,3,65.0,0,1
32361,14302,7,3,22.0,1,2
32362,19495,6,4,49.0,0,1
32363,17945,6,3,28.0,0,0
32364,10323,4,3,22.0,0,0
32365,17656,5,3,66.0,0,0
32366,17242,6,4,61.0,0,1
32367,8764,3,2,59.0,0,3
32368,15221,6,3,24.0,0,0
32369,3877,2,2,20.0,1,2
32370,19800,6,3,58.0,0,0
32371,16012,5,2,21.0,0,0
32372,7677,3,3,61.0,0,0
32373,14615,5,3,55.0,1,2
32374,11210,4,3,34.0,0,0
32375,27314,7,4,67.0,0,1
32376,17343,7,3,57.0,0,0
32377,16073,8,3,43.0,0,1
32378,7487,3,2,22.0,0,3
32379,16850,5,2,25.0,0,0
32380,13508,6,3,52.0,0,0
32381,2809,1,1,23.0,1,3
32382,14169,5,3,41.0,0,0
32383,20231,6,3,65.0,1,2
32384,7366,4,2,21.0,0,3
32385,14492,5,4,62.0,1,2
32386,36607,11,4,21.0,0,1
32387,2321,1,1,54.0,0,3
32388,12672,5,4,20.0,0,0
32389,3244,2,2,50.0,1,2
32390,24898,8,4,62.0,0,1
32391,11956,4,3,47.0,1,2
32392,6378,3,2,42.0,1,2
32393,13389,5,3,43.0,1,2
32394,12563,5,2,45.0,0,0
32395,14950,6,3,62.0,1,2
32396,18370,5,4,36.0,0,0
32397,5464,2,2,69.0,0,3
32398,4474,2,2,40.0,0,3
32399,11908,4,3,21.0,0,0
32400,7539,3,2,23.0,0,3
32401,22214,6,3,43.0,0,1
32402,10036,5,3,63.0,0,0
32403,7578,2,2,30.0,0,3
32404,19509,8,4,35.0,0,1
32405,17337,5,4,63.0,1,2
32406,8872,5,4,52.0,1,2
32407,3975,2,2,69.0,0,3
32408,13810,4,3,43.0,0,0
32409,7259,4,3,41.0,1,2
32410,9994,6,3,48.0,0,0
32411,5131,2,2,33.0,0,3
32412,7138,4,4,55.0,0,0
32413,12317,5,3,55.0,0,0
32414,11284,6,4,43.0,0,0
32415,14600,5,2,68.0,1,2
32416,22947,8,3,47.0,0,1
32417,23725,7,3,66.0,0,1
32418,22239,8,4,48.0,0,1
32419,12385,5,3,40.0,1,2
32420,32407,12,3,70.0,0,1
32421,7398,3,2,22.0,0,3
32422,10097,4,2,37.0,0,3
32423,26253,8,2,55.0,0,1
32424,8231,3,2,58.0,0,3
32425,16658,5,3,35.0,0,0
32426,23069,10,4,38.0,0,1
32427,16107,6,4,25.0,0,0
